Category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
8.0,0.0,0.0,0.0,-0.0214690472587072,0.0323947098846708,0.0142621806317953,-0.0268501917573215,0.0716703065682787,0.023604719746537,-0.0220727760986377,0.1009229475162099,0.0303181819938268,-0.0145071275861874,0.1185816317076964,0.0352494260360363,-2.160421589499716e-18,0.1,1.7015128109614893e-18,0.0184183625053161,0.1401480742634228,0.0044959671842281,0.029987332842361,0.1599982380828214,0.0086884373869094,0.039984118525409,0.1741914427134049,0.0094477277929353,0.0189523166058438,0.0941210504161309,-0.0022231245298467,0.0163453616476739,0.1266200745808803,0.0259269518358843,0.0080291546600111,0.1094844384726413,0.0408373070889953,0.0063020053868632,0.0919340838144603,0.0422489903930677,0.0355987452991779,0.0855074813981828,-0.0023061850489162,0.0270893754324438,0.1097613618155339,0.0229838644094888,0.0171021251870826,0.0936519246132156,0.0211893307811203,0.0133944658946467,0.0777331022786699,0.0133896424930234,0.05,0.0741864248853407,0.0,0.0384922434027867,0.0914465989151069,0.0160805714301397,0.0276008665412169,0.0787058836945052,0.0122514066893095,0.0233330362785935,0.0664636730032852,0.0039782741330652
0.0,0.0,0.0,0.0,-0.0068980490809031,0.0244744347467624,0.0227118144304201,-0.0084188826001466,0.0534302234541161,0.0320572928605665,-0.0002516287042753,0.0757596042853822,0.0378896955274772,0.0188570369138703,0.0890217709815858,0.0377067935251171,7.53894655394152e-19,0.1,-3.9798262675590416e-18,0.0137373482036577,0.1401240955380674,0.0098954555268974,0.0240887166896077,0.1644605630656544,0.0133479230333429,0.0346345865214579,0.1845801523574018,0.0124209194691435,0.0184155591011815,0.0895839779213091,-0.0051067406169141,0.0332555788482967,0.1033775932201032,0.0155232943352267,0.0203414204664726,0.0740020699707956,0.0298875685492377,0.0121109845040535,0.0670988300677611,0.0298506622172609,0.0348786560364613,0.0771364865733009,-0.0047103379019091,0.0499800549825548,0.0870621645326478,0.0157394728730527,0.0315896936591638,0.0620123099323503,0.0169943076069701,0.0214638342689636,0.0563248170826136,0.007694564994627,0.05,0.062330490102195,0.0,0.0597413823478302,0.0707414683322621,0.0102804997564814,0.0444150395041036,0.0542922915984149,0.0086701645611563,0.035603115784972,0.0477543767684637,0.0007607955894798
8.0,0.0,0.0,0.0,-0.0238181921438294,0.0269986270181068,0.0224576285015236,-0.0386564982986805,0.0597731667541505,0.0378763156485611,-0.0362414070113935,0.0877400533720561,0.0460933639869103,-0.0131322557712897,0.092230967201782,0.0432520197248675,-2.3047115783739683e-18,0.1,1.3418839573729525e-18,0.0082469119425196,0.1380029285515752,0.0099981135421716,0.0147301530601399,0.1614122354023657,0.0171064928266997,0.020563646730812,0.1827091572750085,0.0219206939207507,0.0209602730878278,0.0971309930762034,-0.0047429236975844,0.0025096157418339,0.1029939171882948,0.039054860462395,-0.0031332032483458,0.0763832342180502,0.0535223708616471,0.0004328693213381,0.0590391703936691,0.0522388851639096,0.0370639848998478,0.0878750866559435,-0.0045049623502216,0.0123655636781799,0.0864849639648978,0.0386987442780142,0.0060656717341722,0.0635069102142535,0.0370293533010252,0.0081292920901084,0.0510749749804546,0.0254950014356538,0.05,0.0737982010246482,0.0,0.0246540610956303,0.070907712548693,0.030563285221618,0.0189159953878279,0.0558620481200122,0.0281393607682966,0.0223278444959672,0.0478469045269983,0.0179673554030021
0.0,0.0,0.0,0.0,-0.0170590479508008,0.0218045676536485,-0.020054139509347,-0.0178174910457313,0.0596055687433482,-0.0246994459065672,-0.000834233355447,0.0916776776039054,-0.0237165663794784,0.0155272222042895,0.1160745256435795,-0.0236349034174901,3.3148081665255895e-19,0.1,1.929735905798633e-18,0.0201331207921644,0.1486301715923348,-0.0044235484851676,0.0357630888991353,0.1775195944633197,-0.0056584174004059,0.0500405133983486,0.2019643333409112,-0.0039315690911931,0.018442137570555,0.0915711835493123,0.0033706300015483,0.0290743278308003,0.1102456728966149,-0.0247657450527526,0.0167686807772463,0.0769616026665131,-0.0411971628963974,0.007605083363616,0.0512487962948482,-0.0438863319946625,0.0347954264597178,0.0800317104663722,0.0029772576034061,0.040070398668322,0.0935845547684741,-0.0241011216446128,0.0229152064772687,0.0613187002959161,-0.0271304137316315,0.0117542758249415,0.0397155518409891,-0.0199369195679217,0.05,0.0649505749921636,3.469446951953614e-18,0.0507113887755933,0.0763794346020802,-0.0164226654609602,0.0353648725690046,0.0548931171499813,-0.0177686754694651,0.0252670557028471,0.0399978321584406,-0.0123633231980192
0.0,0.0,0.0,0.0,-0.0121416995921078,0.0268172553874443,-0.0206177073886816,-0.0079410835867073,0.0607614477473616,-0.026155387606922,0.0166611713704315,0.0890945217245039,-0.0277620321042938,0.0353255140383511,0.1130660982296945,-0.0296496884978664,-4.848203352129716e-19,0.1,-1.0188918297382948e-19,0.0213630483008765,0.1412516097648479,-0.0086973217330348,0.040493056401367,0.165554154580878,-0.0143065433236751,0.057299958370565,0.1857548114783528,-0.0165853339928659,0.0201803412795388,0.0912137227631888,0.0038490378397379,0.0408291123016178,0.1061581501117758,-0.0213220168084158,0.0287143041270182,0.0810431443994492,-0.0359835090012463,0.0148304803980471,0.063144065196908,-0.039310231460373,0.0373249443430597,0.0796782267413113,0.0036188754649087,0.0543958365050283,0.0914524510308846,-0.0199759178941536,0.0355759279767822,0.0654957930006984,-0.022598508521593,0.0198898644570145,0.0493875064164348,-0.0166633462833919,0.05,0.0646074975863419,0.0,0.0614868052182316,0.07399754424725,-0.0145351162136468,0.0454775810465272,0.0564382862276546,-0.0152240128355159,0.0317735706406139,0.0447455826700144,-0.0104061927547556
0.0,0.0,0.0,0.0,-0.0163305859394764,0.0231458678501453,-0.0172917886553429,-0.0156864726842885,0.0628075159497606,-0.0218330160623338,0.0035952797688285,0.0950580934627483,-0.0209637510319913,0.022129829065468,0.1160612289110626,-0.0202010407919569,-5.237970447081678e-19,0.1,-1.8112967395541512e-19,0.0139890272396045,0.1325250032171921,-0.0087694712066352,0.0263190337937117,0.1529627960349866,-0.0141518498595581,0.0376104600709557,0.1695792522182295,-0.0166070686264511,0.0192845106743796,0.0930510799572622,0.0030928484191199,0.0343691806573225,0.1130052090425237,-0.0182348464126726,0.0211792788921,0.0819119237882228,-0.0286972115135648,0.0087407417410951,0.055102982968268,-0.0284395904734734,0.0358327115702067,0.0808121398438842,0.0025641535395178,0.0443611552718739,0.0932483485304049,-0.0195720701423785,0.027624492381299,0.0632819588844488,-0.0195458290597491,0.0157258501598246,0.0411022528449081,-0.0113966103403376,0.05,0.0643000818296328,-3.469446951953614e-18,0.0529908853129966,0.0737935046964117,-0.0141411817087605,0.0382461527306432,0.0532263417939122,-0.0133435850662799,0.0282549341273215,0.0379587088539747,-0.0074174805209678
3.0,0.0,0.0,0.0,-0.0114731329620136,0.0243828829798766,-0.0245760060675964,-0.0009855697630012,0.0627835141141923,-0.0268765842317667,0.0281836096678914,0.092094995855731,-0.0250952610946098,0.0477194086020235,0.1201432757771503,-0.0243178418514272,3.476033439874938e-18,0.1,2.328392110800335e-18,0.0192470414204591,0.1428124328914776,-0.0075968369754698,0.0336789700506254,0.1723602702935523,-0.0126986730455097,0.0450548190403061,0.1955479541469561,-0.013495064767578,0.0203398482369106,0.0968640314633474,0.0047601629032026,0.0417864595507395,0.1452395135250737,-0.0025622719207777,0.0551275862039809,0.1769668001836296,-0.007388442296049,0.0671553811113487,0.2027947156254431,-0.0056082565724772,0.0376252990934726,0.0840496415738837,0.0040704091046069,0.0519210036931042,0.1057286597820277,-0.0180457603678468,0.0362744622128203,0.0792770499344926,-0.0280204432531392,0.0258285007642736,0.0632512703446402,-0.0251233845773608,0.05,0.0660761085412331,1.734723475976807e-18,0.0578227677622217,0.0844379881642511,-0.0179192741854942,0.0440372463412565,0.064824569261057,-0.0206340887776968,0.0344023626394106,0.0524749409644784,-0.015954594625382
3.0,0.0,0.0,0.0,-0.0142569122242254,0.0238197263395677,-0.0226812335565156,-0.0118588517661114,0.0607884389480202,-0.0277165600378295,0.0092803260611925,0.0921243332965794,-0.0235361312017649,0.0248224185842299,0.1187606895196885,-0.0225393310280936,3.496189893255199e-18,0.1,-1.5276438313615617e-18,0.0158111571139025,0.1469020158669358,-0.0079271450879317,0.0279700165977725,0.1758520253467587,-0.0111556250868583,0.039253202301138,0.1999398886409701,-0.0079722367903899,0.0177914169206715,0.0967435167338706,0.0035843739670576,0.0370137676031049,0.151651574344644,-0.0054128821564497,0.0488034137215172,0.1848296532193807,-0.0095682173768488,0.0598231100368767,0.2123937746090637,-0.004529436522154,0.0348734392507613,0.0852703618422799,0.0034620465462623,0.0408757996981808,0.1095811933186379,-0.0245541492445002,0.0259216080162287,0.079975672059108,-0.0345940503347211,0.0176918639425328,0.0591937436382961,-0.0282728890799248,0.05,0.0683908637874277,0.0,0.0474358185153735,0.0918471071341461,-0.0198009417405832,0.0343847651290135,0.069943188887182,-0.019576999359875,0.0279646992530261,0.054473080606096,-0.0102434142164003
3.0,0.0,0.0,0.0,-0.0134787951627702,0.025644972181136,-0.0233974015919994,-0.0098640488742504,0.0617219074365824,-0.0287992591324675,0.0137476614286503,0.0923272528925445,-0.0254853242117185,0.0305746478690741,0.1183150741563631,-0.0247681623200114,2.8309424725176685e-18,0.1,3.3400423197372312e-18,0.015953340467232,0.144181567316058,-0.0096809117976892,0.0290197469273027,0.1718956550876448,-0.0144996430987943,0.0409675774180716,0.1947469190896855,-0.0130353537858302,0.0185572366050092,0.0967140616541918,0.0041894422749963,0.0376229188748043,0.1472695340320598,-0.0066392671222974,0.0498548291724604,0.1792146845185177,-0.0123298098748233,0.0615909309988843,0.2059265416671327,-0.009181790290186,0.0356723888793898,0.0850849021213759,0.0039645940807566,0.0422405794590945,0.1054695605202788,-0.0231130295440028,0.0259298690643482,0.0779508206322518,-0.0315789956777019,0.0164901361239149,0.0583069345185917,-0.0252436601815005,0.05,0.0682400968029234,3.469446951953614e-18,0.0494931822411324,0.088685993229602,-0.0176809543774917,0.0353114193875945,0.0686600494427647,-0.0163618439583583,0.0273516234881176,0.0541826124510439,-0.0075122591490444
4.0,0.0,0.0,0.0,-0.018890704279591,0.0268654103266155,-0.0238276940566109,-0.0162915615655461,0.0652205010518381,-0.0288214916337407,0.0031705883006754,0.0951716912648683,-0.0264367634804176,0.0147748866455456,0.1217744469946883,-0.028100095332509,-7.19682781480325e-18,0.1,-2.6992761292116466e-18,0.0141537618266024,0.1456094783782461,-0.0104023627367457,0.0242752730252699,0.1727256368768247,-0.0160353115070021,0.0336362273960935,0.195023548181227,-0.0142679989726248,0.0183535933361524,0.0984746359938911,0.0037109468823716,0.0344944654838059,0.1503153369306855,-0.0069956905505787,0.0441573581987693,0.1815590179464724,-0.0122842041476415,0.0533737513333154,0.2064621254968784,-0.0081958123825144,0.0355536299494106,0.0891300668180119,0.0036616251485945,0.0348450472445169,0.1089484096255841,-0.0274519877310774,0.0174234857305846,0.0834397669404078,-0.0387218440074325,0.0076705987800022,0.0626921006591771,-0.0335958911272082,0.05,0.0742837481293702,-3.469446951953614e-18,0.0416417281070424,0.0899648514159171,-0.0221966778369587,0.0261209472121077,0.0713629601535512,-0.0224649635732478,0.0193962517140929,0.0558812701200146,-0.0127699062855722
