Category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.0,0.0,0.0,0.0,-0.013908545655408134,0.019936934902068527,-0.03141731789701015,-0.01304829644259453,0.05322404157314386,-0.03960254218609443,0.011054438059379699,0.07959225017266687,-0.037441659319657025,0.034194413812273325,0.10118567030667157,-0.03505278437807838,4.6164206650502106e-18,0.1,2.06475959636373e-18,0.02090686394638322,0.14685292226601676,-0.003215152181125667,0.03680455066919141,0.17296805843933605,-0.003023126111009914,0.05035625913384946,0.19471926798685377,-0.00010810567435465615,0.02037601896304809,0.09169013097103348,0.00677204483487044,0.03614177751127814,0.10051368354526645,-0.02778704475938574,0.023234881133280576,0.0744516735150673,-0.05134135301363885,0.013842535255036576,0.06197236573134225,-0.05645104404567431,0.03688061460045947,0.07884612018952858,0.006257603177876367,0.04570897365873673,0.08170283863287064,-0.029221190720331015,0.027187061561843386,0.054525879122161794,-0.03709020517448049,0.01679917815277369,0.045793622991289265,-0.028846658058979225,0.05,0.06308090813545576,3.469446951953614e-18,0.05264569790703732,0.06517036611780155,-0.022751180792061895,0.03612831764902856,0.045457823016213206,-0.027921839761680847,0.02682859745679953,0.039553321517399355,-0.020881855242599938
0.0,0.0,0.0,0.0,-0.012948285658317502,0.02308550424984336,-0.026571735422121028,-0.012977457470918337,0.056121068090595985,-0.035371557324798304,0.007312983890475281,0.0814574071028158,-0.034740838906471484,0.02712678952808836,0.10255242167750328,-0.03286710714943052,1.887539831530045e-18,0.1,1.065145583262354e-18,0.0141567842086241,0.14474413441390313,-0.00970397570970144,0.025179716651083803,0.17054627155135116,-0.013451801157988635,0.035772063789520726,0.1919206839140877,-0.013335088170216038,0.019407639413401567,0.09203000223716316,0.005911213653742655,0.029095559732412138,0.10252667948193686,-0.02950892232829029,0.018134818894860658,0.07782342259940916,-0.049779022596324794,0.013332464207425352,0.06561651330892375,-0.05140153502326076,0.03586830379794332,0.07949688694268427,0.005428752958806144,0.03986848533707994,0.0843441744353926,-0.028258838585791236,0.02226594986196799,0.06022490292286569,-0.03304948764753725,0.01627589915725319,0.0531808310819972,-0.022170054337582405,0.05,0.06340524466070777,-3.469446951953614e-18,0.046722129784763096,0.06551393671705105,-0.021333473379950348,0.03096598889909309,0.04901548236553355,-0.024116544909170576,0.02602773534783199,0.0449907614701556,-0.015141921635397156
0.0,0.0,0.0,0.0,-0.019209267501235028,0.022686502586288185,-0.031204021171784314,-0.0238770620301504,0.049567893356506174,-0.04820197524874766,-0.015404031718430106,0.07293516335734548,-0.05729905307343498,-0.005948746169293157,0.09432842480384328,-0.06490206259209978,1.861841567777832e-18,0.1,1.5148439853890116e-18,0.005878019847016084,0.1407046688654355,-0.016502052791250013,0.010579925250095075,0.16768308216505476,-0.023445841224943177,0.016125239666592565,0.19006546212923667,-0.02597106845346924,0.02276198730997139,0.09891908970606204,0.010777197761331849,0.0029237472836171376,0.1028280442202678,-0.04743985786611828,-0.003052128339332483,0.07521230198177858,-0.06376574457409193,0.0020171554804414814,0.06325815321340748,-0.056640062615602206,0.03909322857248086,0.08814086428506816,0.01004713484384704,0.01139211965379417,0.07879358207017775,-0.05262256942238309,0.002568766899390954,0.05264379152045706,-0.0506905355490419,0.005548592304266016,0.04434643278431041,-0.03206972647298532,0.05,0.07143702375594685,-6.938893903907228e-18,0.022546065657377816,0.059644514516375535,-0.049632812736068635,0.01515662485420471,0.040501107205166594,-0.05012621917491971,0.018405677973532198,0.035068067497763956,-0.035138473981855864
0.0,0.0,0.0,0.0,-0.011729270119782614,0.027633310004424535,-0.0345983532434039,-0.001878122854523609,0.06049809100499649,-0.045472650132966565,0.0258572055753261,0.0857186190530848,-0.05782234081131153,0.05206936666932691,0.10358492835588505,-0.06744986400267755,-2.0951782558673853e-18,0.1,5.620054913541525e-19,0.011515285110823469,0.13433912366200512,-0.016313711857884824,0.019966126479041068,0.15687445979594092,-0.027575527792834745,0.02816844845368499,0.17442339752452124,-0.03501961066623496,0.02296267585616235,0.08949149131276884,0.0032791762106090224,0.04408830399185055,0.11198950971557715,-0.03189592152769104,0.03834817816885834,0.1008181242774263,-0.04396833211235272,0.03198316274741922,0.08915652691972412,-0.0409904673284119,0.0405432754862953,0.07548238760730044,0.0020739013530257644,0.054544981090542025,0.08474184082298852,-0.03759471144148237,0.038207383001851,0.06575824537084665,-0.04023479062466521,0.027753179314770532,0.056177521174970525,-0.02905739209586463,0.05,0.05909269561926903,0.0,0.06006891158117812,0.06814831559602345,-0.027363926139701913,0.04517412346929271,0.05315298949690578,-0.02586038752250444,0.03388402280076235,0.04507586043266314,-0.01631894819173179
0.0,0.0,0.0,0.0,-0.010073648127500097,0.02112589545832806,-0.028452780791677845,-0.012183849933366988,0.050939352740300314,-0.038658707751385774,-0.0011824660378712808,0.07470511777491734,-0.04185872511010762,0.013100575017337017,0.09279001945864229,-0.042335399785573366,-1.6371092463180603e-18,0.1,2.720103932587834e-18,0.01383883249490768,0.14317365530247728,-0.012032058895307219,0.02465210981581554,0.1709008335645597,-0.016706189199337106,0.034180804027108734,0.19415530344512788,-0.016218256495189553,0.01922035474451554,0.09064726430227213,0.00662263335885787,0.037695795990369874,0.10885798653217726,-0.022797899544294318,0.02714430694934188,0.0793078008350513,-0.044544539255710294,0.018546748813531546,0.06860429785553139,-0.04619796961599798,0.03646043632324159,0.07757435515694439,0.006533811364257054,0.048703250893214395,0.08329961937303983,-0.024678503346555133,0.03231191777041074,0.05715513324978854,-0.030703001003119665,0.022841826239892518,0.05272792091370363,-0.01996941875501665,0.05,0.06156139569068071,3.469446951953614e-18,0.057037974213780186,0.06295681720724976,-0.018125635995823168,0.041751438524081856,0.044499920824275854,-0.022136745424923946,0.03238791443838806,0.04057069382617787,-0.014898397123672264
1.0,0.0,0.0,0.0,-0.009162677796460364,0.019220730581421038,-0.028369574068542874,-0.010671793942495518,0.04902057282484399,-0.040066072505046346,0.0004962349636672135,0.0733864558145347,-0.04480443353088101,0.0105900232729478,0.09296203880805423,-0.04783558765689756,-9.182659118722873e-19,0.1,-5.022022769752778e-19,0.014824269341596136,0.13331329902794306,-0.016427257360277815,0.027097628002702663,0.1514114894116021,-0.02318342587495044,0.03797259388040132,0.15950256560405626,-0.024155026115333572,0.019282118746167195,0.08998983764248081,0.006798657089173623,0.03910224580713879,0.10659308486497657,-0.020512871837251544,0.026336170243062097,0.07496141230521153,-0.03900048278448183,0.018238393457100353,0.06525366142378723,-0.03746306253965124,0.03652112403747628,0.07592846682275589,0.006218641703127057,0.050040210919404964,0.07926077564186877,-0.02441899140345507,0.03236596283115727,0.053177621882370324,-0.02999998579604022,0.02350301456408105,0.051069623101355315,-0.018973859264949995,0.05,0.0584153770160255,3.469446951953614e-18,0.05764116383503485,0.057315654135795736,-0.018704925889031918,0.04187283732632885,0.03940359949817959,-0.022649647908447288,0.03269620768386781,0.037975713045477456,-0.015679983789086017
1.0,0.0,0.0,0.0,-0.014237622033764417,0.01744254531899974,-0.026772872404990666,-0.019668292778175646,0.05259989556994528,-0.03921123079415811,-0.008316881177249989,0.08205367103132623,-0.042651390235104586,0.01337348651941049,0.09419413618355224,-0.038270258173052775,3.017592255312143e-18,0.1,1.0523249098296206e-18,0.013614510360244251,0.13291114648260946,-0.01589090280768052,0.02012997456510087,0.15100199456882687,-0.024930649468421648,0.026133564180760606,0.1644327099004366,-0.02868192477516919,0.019462932436778504,0.09702778603511919,0.006739383262739452,0.023349224317878774,0.10639220112390235,-0.025483896937902782,0.009239213001207456,0.07485736322313151,-0.03955974458341525,0.006029806694432181,0.06522930331276426,-0.034008370137822326,0.03633261299265252,0.08587739109304411,0.006147081476520808,0.03409431294072985,0.0812075132943358,-0.028060599262245935,0.016108025815997403,0.051730284831951384,-0.02889136823743042,0.013172300116479123,0.04794193314975988,-0.013420081182757483,0.05,0.06861569834092794,1.0408340855860843e-17,0.04068799773615986,0.058357800843364754,-0.022814078429972323,0.026273722152174966,0.038288294807612706,-0.023266509236962156,0.025234844230165566,0.03721600629024726,-0.011479611665251641
1.0,0.0,0.0,0.0,-0.025546710108783593,0.026602011655384422,-0.0369005491451441,-0.034369120850100986,0.055495973703402514,-0.06145969656230369,-0.031202114469219777,0.07653093620389119,-0.07891040233385087,-0.013816415817764945,0.08554560161355522,-0.07481024639079328,1.9652134408326905e-18,0.1,2.5492664902152114e-18,0.02526417363822636,0.1315991027773193,-0.0017885688263934336,0.027802330463019165,0.1455976443587352,-0.018356433403078982,0.022746401831998095,0.15048590865400072,-0.03581751517441681,0.021312854888151423,0.0968275885117419,0.00825412013297376,0.006401627176165343,0.09255516280936057,-0.05373780933634724,-0.005780279455424517,0.07570807448707614,-0.08066085299781803,-0.01111255648275751,0.06582557112911484,-0.08510129706879724,0.03752690009379004,0.08371419400527473,0.007043485799196655,0.012430732735392226,0.06549997109440689,-0.060643686210244234,0.005388539243597196,0.04773787203001411,-0.06346986775149197,0.005909617747846437,0.04246002952736733,-0.049387256537631846,0.05,0.06512279731689123,6.938893903907228e-18,0.025099781112499116,0.048306810563935564,-0.04977267593820268,0.01454834725502888,0.034925014864190716,-0.055398160668187486,0.012597583820186107,0.031921883946311534,-0.04587424015522543
1.0,0.0,0.0,0.0,-0.01946327581598238,0.019024548627040033,-0.03481061140333909,-0.02526651253044801,0.05040778852711645,-0.057698352409792805,-0.017532348419105517,0.07668800749006521,-0.07177761853797046,0.002767846543528297,0.09096172288620025,-0.06789475108929366,-2.4842010367364305e-19,0.1,-2.4710026613825836e-20,0.028486351288920898,0.13812656641238027,-0.008634397094506186,0.025113115943410855,0.15039215610040904,-0.02612265685013382,0.015362663308011275,0.14501553770043937,-0.038157439529733474,0.019496334334136563,0.0969704087890528,0.009106930500575617,0.013359151138023101,0.11132873100883481,-0.040868307044104005,-0.004529298917327469,0.08091803998395408,-0.0544677875147525,-0.00640372685326254,0.07005987591176932,-0.03729335348215724,0.03664037173527198,0.08622168297306364,0.008203971607434721,0.02179469268455066,0.0843101212371263,-0.04883204407316819,0.003326033900002782,0.054379376931404225,-0.044637148434134896,0.002099644584635707,0.0494213823936948,-0.016959284599036322,0.05,0.07015036743313992,0.0,0.028514091952252685,0.060657813075132794,-0.040895997646106685,0.015412634965596096,0.040921300940895605,-0.03595208956924775,0.01819870844502373,0.04099213265057775,-0.01139017840828113
1.0,0.0,0.0,0.0,-0.012626691453235729,0.022656472563944912,-0.03938799878545612,-0.007986482133213004,0.05266551048116075,-0.054150740372387436,0.02378808027594574,0.07656426811199785,-0.06930711513426174,0.05367837924108209,0.09168359191897642,-0.08033802106228173,1.378463000099159e-18,0.1,-1.8083487559967402e-19,0.010291795830666436,0.1373795751638036,-0.028022903652782715,0.02604484020463048,0.15027318781107055,-0.050471525494348794,0.037738209584248034,0.1459446521100535,-0.0626800355430423,0.022501764418288755,0.0939537814359048,0.006517444929636845,0.04410912161337484,0.10327549503336415,-0.03681742453479403,0.0359070378724125,0.08206733459489929,-0.055893549542196344,0.023638280045125405,0.06709104786474389,-0.056182660795392705,0.03951191075571701,0.08254941465986042,0.005265350234624142,0.05598495984161585,0.082136173988061,-0.03674506435632119,0.042553519627398735,0.06333523924423724,-0.04299139678932792,0.02809062001882051,0.05583854053768597,-0.033345585408126155,0.05,0.06663974385588546,-8.673617379884035e-19,0.06296635354322251,0.065737056813066,-0.024783575343239092,0.04971373381612523,0.05262092278100921,-0.024423094216102625,0.033731835819197586,0.04734428506580343,-0.014336247443732367
